idname,roottype,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14
240,primaryroot,0,0.91725045,3.1103945,5.5193343,8.618891,10.351424,12.546719,13.306547,14.56012,15.2,15.845944,16.03,16.217922,17.585245
240,sum_root,0,0.91725045,4.55391173,9.58446997,16.79477513,23.56780193,33.70400521,40.81399054,54.35414582,0,68.0674339,0,82.61951606,93.33913174
240,Lateralroot,0,4.75432921,6.66799035,8.5365582,11.32526566,18.33347763,25.53108087,33.6269914,34.02884884,35.27587608,37.93477713,39.54800493,41.31858891,41.04209849
240,primaryroot,2.1041222,7.8628158,8.899454,10.9619328,10.9854042,13.834794,14.9962388,15.476688,14.2071177,16.102744,15.6873279,16.708127,16.810382,15.7691614
240,sum_root,2.1041222,12.61714501,15.56744435,19.498491,22.31066986,32.16827163,40.52731967,49.1036794,48.23596654,51.37862008,53.62210503,56.25613193,58.12897091,56.81125989
242,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,primaryroot,0,0,0,0,0,0.14367762,0.14111505,0.13525768,0.14268811,0.15093455,0.15222155,0.16242728,0.15730992,0.17254345
242,sum_root,0,0,0,0,0,0.14367762,0.14111505,0.13525768,0.14268811,0.15093455,0.15222155,0.16242728,0.15730992,0.17254345
244,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,primaryroot,0.203511706,0.36811593,0.74,1.10471351,1.06672558,1.35677993,1.40670448,1.50425576,1.553131,1.54568602,1.67151685,1.77896823,1.81783824,1.91274397
244,sum_root,0.203511706,0.36811593,0,1.10471351,1.06672558,1.35677993,1.40670448,1.50425576,1.553131,1.54568602,1.67151685,1.77896823,1.81783824,1.91274397
244,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,primaryroot,0.19056308,0.6275736,1.4994957,1.6245002,1.6424878,1.6519245,1.6585556,1.6994356,1.7100158,1.7456927,1.810384,1.8779498,1.8691547,1.8585739
244,sum_root,0.19056308,0.6275736,1.4994957,1.6245002,1.6424878,1.6519245,1.6585556,1.6994356,1.7100158,1.7456927,1.810384,1.8779498,1.8691547,1.8585739
245,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,primaryroot,0.21362922,0.20330444,0.21521132,0.28119084,0.21674073,0.3667618,0.62,0.87272896,0.85523566,1.07619538,1.05273623,1.05688368,1.02140639,1.05688368
245,sum_root,0.21362922,0.20330444,0.21521132,0.28119084,0.21674073,0.3667618,0,0.87272896,0.85523566,1.07619538,1.05273623,1.05688368,1.02140639,1.05688368
246,Lateralroot,0,0.280288987,1.460548308,2.223894488,3.856207853,8.406207082,12.79676757,15.80513864,18.47941975,20.59264828,21.89249427,28.01380125,28.28174806,29.85435684
246,primaryroot,3.4359808,8.1934144,12.2874581,14.0937122,16.0119126,18.1263325,19.8171125,20.8166853,20.1973205,20.3704366,21.168963,21.9303691,21.0979026,21.72264007
246,sum_root,3.4359808,8.473703387,13.74800641,16.31760669,19.86812045,26.53253958,32.61388007,36.62182394,38.67674025,40.96308488,43.06145727,49.94417035,49.37965066,51.57699691
248,Lateralroot,0,0,1.485643043,5.33074376,8.108571424,10.86651085,17.84447436,16.61556181,18.97868075,21.47220459,22.62729655,21.45963336,24.25973324,24.25973324
248,primaryroot,0.73894939,4.87370184,7.7285682,12.352717,13.3524644,16.3224817,15.684043,20.2048696,20.6258727,21.3984405,20.4830497,19.55395,20.9400915,20.9400915
248,sum_root,0.73894939,4.87370184,9.214211243,17.68346076,21.46103582,27.18899255,33.52851736,36.82043141,39.60455345,42.87064509,43.11034625,41.01358336,45.19982474,45.19982474
248,Lateralroot,0,0,0,0,0,0.098163627,1.390973736,4.433390479,9.412753858,12.16995568,13.53850655,13.78366235,16.59764149,16.59764149
248,primaryroot,0,0.7641343,3.25511147,5.50217423,6.41838776,7.71334197,8.4279358,8.56072012,8.6929601,8.7822024,8.84735052,8.5545222,8.25493433,8.25493433
248,sum_root,0,0.7641343,3.25511147,5.50217423,6.41838776,7.811505597,9.818909536,12.9941106,18.10571396,20.95215808,22.38585707,22.33818455,24.85257582,24.85257582
255,Lateralroot,0,0,0.4487169,0.936030164,1.246527574,1.302730949,3.27375753,7.058076815,8.071955099,8.3709043,8.158352576,9.271652291,9.565385865,9.27294928
255,primaryroot,0,2.0499069,5.782276,8.8509745,11.6869175,14.0844941,17.355354,20.194684,21.085351,22.090782,21.851029,22.172169,22.9108,23.545044
255,sum_root,0,2.0499069,6.2309929,9.787004664,12.93344507,15.38722505,20.62911153,27.25276082,29.1573061,30.4616863,30.00938158,31.44382129,32.47618587,32.81799328
255,Lateralroot,0,0,0,0.957863573,4.04813946,5.125171543,6.310165765,8.189818083,11.31236464,14.142672,20.96705913,23.84284504,36.06752866,37.44486815
255,primaryroot,0,0.71819719,8.08530658,11.74119436,11.8060657,17.61508957,17.4806242,21.99774326,22.768146,24.8859075,26.2605794,27.18007422,32.95179383,33.85360736
255,sum_root,0,0.71819719,8.08530658,12.69905793,15.85420516,22.74026111,23.79078997,30.18756134,34.08051064,39.0285795,47.22763853,51.02291926,69.01932249,71.29847551
255,Lateralroot,0,0,0.59048438,0.477010885,0.947674151,1.236810337,3.51322354,4.747885645,7.014825557,9.004706942,12.80683212,14.05641623,26.21618056,26.21618056
255,primaryroot,0,0.7480385,4.9251628,10.22485634,15.0810245,18.66047344,24.9122741,29.64596013,35.91217494,34.15944128,36.4156502,37.38832265,41.3934635,41.3934635
255,sum_root,0,0.7480385,5.51564718,10.70186723,16.02869865,19.89728378,28.42549764,34.39384578,42.9270005,43.16414822,49.22248232,51.44473888,67.60964406,67.60964406
256,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,primaryroot,0,0,0,4.08270978,4.27286496,4.2860292,4.33315505,4.34328464,4.3947136,4.4187658,4.4900225,4.3630319,4.37867194,5.4126501
256,sum_root,0,0,0,4.08270978,4.27286496,4.2860292,4.33315505,4.34328464,4.3947136,4.4187658,4.4900225,4.3630319,4.37867194,5.4126501
273,Lateralroot,0,0,0.282163902,1.512850227,1.519780796,1.47741797,1.43662643,1.35139605,1.56151272,1.72778698,1.7860464,1.395298893,1.79771649,1.79771649
273,primaryroot,0,3.299944,5.9959254,8.537728,8.510802,8.58266,8.767931,8.818297,8.848068,8.813499,8.772282,9.241119,9.032849,9.032849
273,sum_root,0,3.299944,6.278089302,10.05057823,10.0305828,10.06007797,10.20455743,10.16969305,10.40958072,10.54128598,10.5583284,10.63641789,10.83056549,10.83056549
282,Lateralroot,0,0,0,2.20449589,3.127705151,4.66963817,9.466512547,13.60961507,22.27508011,27.77,33.27281673,44.5830464,69.08,93.57912959
282,primaryroot,0,0.68162185,4.64984773,5.8423775,9.1942304,13.536477,19.8725984,29.8513671,36.98448263,36.92,36.84963809,36.64589992,39.33,42.0143225
282,sum_root,0,0.68162185,4.64984773,8.04687339,12.32193555,18.20611517,29.33911095,43.46098217,59.25956274,0,70.12245481,81.22894632,0,135.5934521
282,Lateralroot,0,0,0.13011925,0.85530266,2.27758043,3.51960044,6.128163024,9.914617185,20.59127175,32.48114309,52.7517884,54.29661436,65.58,76.86556071
282,primaryroot,0,0.36713321,6.6845372,10.1455936,13.5864578,22.73620744,28.9520406,34.98057305,41.72676076,42.38642441,38.1867163,45.82040303,45.72,45.62309202
282,sum_root,0,0.36713321,6.81465645,11.00089626,15.86403823,26.25580788,35.08020362,44.89519024,62.31803251,74.8675675,90.9385047,100.1170174,0,122.4886527
284,Lateralroot,0,0,0,0,0,0,0.11131874,0.0950529,0.06557037,0.06904521,0.151253134,0.066036686,0,0.16653195
284,primaryroot,0,0.15283133,1.9901032,3.2740014,3.2674823,3.2932935,2.749838,3.0209575,3.18119,3.140383,3.5266232,2.2195773,3.1874135,2.9765468
284,sum_root,0,0.15283133,1.9901032,3.2740014,3.2674823,3.2932935,2.86115674,3.1160104,3.24676037,3.20942821,3.677876334,2.285613986,3.1874135,3.14307875
290,Lateralroot,0,0,0,0.060958505,2.31291421,8.64562123,15.1000747,19.32317396,22.60359546,22.47489995,27.96909205,28.38533287,28.1409383,28.1409383
290,primaryroot,0,0.392528844,2.56,4.7180087,6.6173243,7.5504378,10.0218331,11.2750912,12.1058882,11.4302168,12.5114163,12.448229,12.3350603,12.3350603
290,sum_root,0,0.392528844,0,4.778967205,8.93023851,16.19605903,25.1219078,30.59826516,34.70948366,33.90511675,40.48050835,40.83356187,40.4759986,40.4759986
290,Lateralroot,0,0,0.12263839,0.4467337,2.92299073,6.79746182,14.869755,14.27429812,14.94184929,21.09981422,39.20776168,51.23028458,57.14346474,43.18269561
290,primaryroot,0.306049145,0.879096956,3.85217699,6.02673679,7.47425435,8.49950225,9.41574784,19.69381567,16.83449106,24.73061496,20.785105,23.584976,21.908306,35.66121052
290,sum_root,0.306049145,0.879096956,3.97481538,6.47347049,10.39724508,15.29696407,24.28550284,33.96811379,31.77634035,45.83042918,59.99286668,74.81526058,79.05177074,78.84390613
301,Lateralroot,0,0,0.053230383,0.09870976,0.137609603,0.059969211,0.595873576,0.978247584,1.267327731,1.077071476,1.629452546,1.822290546,1.998054141,2.698304013
301,primaryroot,0,0.51177114,1.120069,1.7322062,3.5228813,5.2628427,8.297852,9.439574,10.989152,10.910186,13.393599,13.49156,14.341822,14.919107
301,sum_root,0,0.51177114,1.173299383,1.83091596,3.660490903,5.322811911,8.893725576,10.41782158,12.25647973,11.98725748,15.02305155,15.31385055,16.33987614,17.61741101
305,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,primaryroot,0,0,0,0,0,0.5235482,0.7118282,0.71633136,0.73975706,0.75730306,0.78230023,0.79258853,0.85138273,0.86264001
305,sum_root,0,0,0,0,0,0.5235482,0.7118282,0.71633136,0.73975706,0.75730306,0.78230023,0.79258853,0.85138273,0.86264001
305,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,primaryroot,0.28230828,0.6716499,0.7051273,0.7330948,0.7438309,0.75005233,0.75872856,0.77034646,0.7955148,0.8196081,0.86907727,1.0362517,1.0515893,1.0806241
305,sum_root,0.28230828,0.6716499,0.7051273,0.7330948,0.7438309,0.75005233,0.75872856,0.77034646,0.7955148,0.8196081,0.86907727,1.0362517,1.0515893,1.0806241
315,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,primaryroot,1.91170506,2.4053126,2.363309017,2.395848897,2.40435127,2.44582215,2.488511543,2.53154325,2.5463878,2.70905157,2.70905157,2.70905157,2.70905157,2.70905157
315,sum_root,1.91170506,2.4053126,2.363309017,2.395848897,2.40435127,2.44582215,2.488511543,2.53154325,2.5463878,2.70905157,2.70905157,2.70905157,2.70905157,2.70905157
315,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,primaryroot,0.53407903,0.562310675,0.78635058,0.63145312,0.8061257,0.85219593,0.94603358,1.05793109,1.1,1.13899576,1.13899576,1.13899576,1.13899576,1.13899576
315,sum_root,0.53407903,0.562310675,0.78635058,0.63145312,0.8061257,0.85219593,0.94603358,1.05793109,0,1.13899576,1.13899576,1.13899576,1.13899576,1.13899576
323,Lateralroot,0,0,0,0.68825915,2.422290265,3.30739205,3.55078495,3.65952149,3.465952135,4.38989291,3.121741772,5.509203793,3.566969447,4.338066336
323,primaryroot,0,2.3576929,6.9280778,11.2958114,16.059902,17.7102339,17.9050749,18.447054,18.6045044,17.9809251,18.1745469,17.2458546,18.8247768,16.2054848
323,sum_root,0,2.3576929,6.9280778,11.98407055,18.48219227,21.01762595,21.45585985,22.10657549,22.07045654,22.37081801,21.29628867,22.75505839,22.39174625,20.54355114
331,Lateralroot,0,0,1.828303199,16.4902036,23.57715812,43.41806915,50.04700575,61.59512492,66.69035496,75.03143023,94.28,113.5379037,119.69,125.8345365
331,primaryroot,0.85268675,9.21744117,16.290574,20.62421884,27.18111745,25.60540725,28.4977674,32.79116066,31.90442727,33.0261258,33.55,34.0668318,34.25,34.43255909
331,sum_root,0.85268675,9.21744117,18.1188772,37.11442244,50.75827557,69.0234764,78.54477315,94.38628558,98.59478223,108.057556,0,147.6047355,0,160.2670956
331,Lateralroot,0,0,0.852010585,4.75252446,6.273936846,9.006356542,13.17221753,24.18940793,41.08882204,58.68353518,81.71205976,95.01,108.3066857,119.5507636
331,primaryroot,0,1.7880937,8.7873196,12.676702,14.0535934,15.4702752,16.3788984,18.5814942,19.7986294,19.6396544,18.9969486,19.57,20.1429914,24.1756278
331,sum_root,0,1.7880937,9.639330185,17.42922646,20.32753025,24.47663174,29.55111593,42.77090213,60.88745144,78.32318958,100.7090084,0,128.4496771,143.7263914
340,Lateralroot,0,0,0,0.12058082,0,0.87108232,2.27279616,1.76145122,3.4711481,11.19,18.91577406,26.86189118,29.45,32.04663259
340,primaryroot,0.67532623,2.33810426,4.0918388,5.30019403,7.13871785,9.51947264,10.66340442,13.28921432,14.25099603,14.06,13.87324623,15.71578988,14.96,14.20770775
340,sum_root,0.67532623,2.33810426,4.0918388,5.42077485,7.13871785,10.39055496,12.93620058,15.05066554,17.72214413,0,32.78902029,42.57768106,0,46.25434034
340,Lateralroot,0,0,0,0,0,0,0.691205086,0.647316834,0.798628069,6.09190668,8.450349467,9.619693205,10.64420849,12.2519127
340,primaryroot,0.19996566,4.6578282,5.36167826,5.59855745,7.14018107,8.7433878,10.1524547,12.1235948,13.8380153,14.0284994,14.492308,13.86966406,14.3205597,13.59568397
340,sum_root,0.19996566,4.6578282,5.36167826,5.59855745,7.14018107,8.7433878,10.84365979,12.77091163,14.63664337,20.12040608,22.94265747,23.48935727,24.96476819,25.84759667
340,Lateralroot,0,0,0.058926184,0,0.442069564,0.438845538,0.609362893,1.8076848,6.109436592,15.17027485,19.1222825,27.53238466,30.27798991,36.4938272
340,primaryroot,0,2.9013379,6.63087436,8.52208707,10.1940093,14.24370504,17.04453986,19.89347141,21.54829807,25.25368256,25.26589947,26.6466354,25.2459934,27.36918548
340,sum_root,0,2.9013379,6.689800544,8.52208707,10.63607886,14.68255058,17.65390275,21.70115621,27.65773466,40.42395741,44.38818197,54.17902006,55.52398331,63.86301268
349,Lateralroot,0,0,0.90281445,5.491453375,11.16179825,22.64782036,28.69878863,29.22866668,37.3586655,42.10207323,46.44749906,49.35,52.24347049,54.7276458
349,primaryroot,0,0.93720585,5.5984145,9.7064445,13.1040187,13.8994035,13.4500754,13.0854093,14.226942,10.63435147,9.592723,9.41,9.229424,9.562359
349,sum_root,0,0.93720585,6.50122895,15.19789788,24.26581695,36.54722386,42.14886403,42.31407598,51.5856075,52.7364247,56.04022206,0,61.47289449,64.2900048
351,Lateralroot,0,0,0,0.040437352,0.48761134,1.072583976,2.012806465,2.741323932,2.917634385,5.41598077,10.95171076,16.0469211,22.54961104,26.90560939
351,primaryroot,1.6695306,2.9483683,4.1922894,5.987225,7.4757953,8.856002,9.6135435,10.62736,11.645304,11.603734,11.776189,11.827425,12.180397,11.823496
351,sum_root,1.6695306,2.9483683,4.1922894,6.027662352,7.96340664,9.928585976,11.62634997,13.36868393,14.56293839,17.01971477,22.72789976,27.8743461,34.73000804,38.72910539
351,Lateralroot,0,0,0,0,0,0.266721085,2.10127753,5.06742354,7.75334546,7.95991003,7.8156569,7.36826222,7.98555887,8.54333377
351,primaryroot,0,2.5480235,5.362226,7.0043344,8.153868,10.35953,11.8669195,14.858855,14.75298,15.684115,16.4492,18.16507,18.29438,20.344736
351,sum_root,0,2.5480235,5.362226,7.0043344,8.153868,10.62625109,13.96819703,19.92627854,22.50632546,23.64402503,24.2648569,25.53333222,26.27993887,28.88806977
357,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,primaryroot,0,0.47877395,0.75291234,0.796478,0.8575208,0.9048029,0.78819937,0.79094785,0.7777165,0.97960055,0.72866267,0.7045398,0.6794723,0.7311084
357,sum_root,0,0.47877395,0.75291234,0.796478,0.8575208,0.9048029,0.78819937,0.79094785,0.7777165,0.97960055,0.72866267,0.7045398,0.6794723,0.7311084
365,Lateralroot,0,0,0.7153902,1.268769218,2.09178301,2.100384548,2.69769066,5.91020697,14.20968311,23.68583462,30.73314231,39.26985336,45.63723922,50.8645565
365,primaryroot,1.52719871,3.57083328,3.12755813,5.20242519,6.25798434,7.41475039,10.01130096,14.74540829,14.59815822,14.99116659,18.61310877,22.11418777,25.47508286,27.67433331
365,sum_root,1.52719871,3.57083328,3.84294833,6.471194408,8.34976735,9.515134938,12.70899162,20.65561526,28.80784133,38.67700121,49.34625108,61.38404113,71.11232208,78.53888981
386,Lateralroot,0,0.1753674,0.11899722,0.17954674,0.241874,0.312407446,1.626176934,2.05808222,3.097682978,4.495793058,5.28896577,5.056880815,5.464204357,5.98150212
386,primaryroot,1.56598539,4.290358,5.07930088,8.20498277,7.91825956,8.11785407,8.24008435,9.5515548,10.60647483,11.67946073,11.33520872,11.56533195,11.8842851,11.68205721
386,sum_root,1.56598539,4.4657254,5.1982981,8.38452951,8.16013356,8.430261516,9.866261284,11.60963702,13.70415781,16.17525379,16.62417449,16.62221277,17.34848946,17.66355933
386,Lateralroot,0,0,0,1.000984108,2.743299659,3.84267417,8.05202342,10.60420514,14.72701006,26.83931289,24.23988388,28.96594759,23.66418248,28.87987311
386,primaryroot,1.34307179,3.6296348,5.63941287,7.22557786,9.39071305,11.84306602,13.59793794,15.95528555,17.85701971,23.59809263,20.96541387,21.84094846,22.73147216,24.32297091
386,sum_root,1.34307179,3.6296348,5.63941287,8.226561968,12.13401271,15.68574019,21.64996136,26.55949069,32.58402977,50.43740552,45.20529775,50.80689605,46.39565464,53.20284402
434,Lateralroot,0,0.11371329,2.97557541,3.73010725,14.80654496,21.51368401,30.20257763,43.77094806,63.36255195,76.38539072,87.5330803,105.3108925,162.4740826,182.2378526
434,primaryroot,0.9012821,6.0116765,12.5661313,14.0863265,17.3331063,18.3428703,19.9330463,20.924925,21.8510266,23.8798098,24.077158,22.8931796,24.7763998,25.7940111
434,sum_root,0.9012821,6.12538979,15.54170671,17.81643375,32.13965126,39.85655431,50.13562393,64.69587306,85.21357855,100.2652005,111.6102383,128.2040721,187.2504824,208.0318637
434,Lateralroot,0,0,0,0.21756316,0.547950248,2.899535538,5.10325669,9.178123246,19.59877812,36.15755714,44.8534962,47.04109424,47.68093067,59.07931291
434,primaryroot,0,1.6423819,3.07384015,4.2699685,7.4804127,9.6316325,11.1882062,13.336109,15.1340327,15.125144,16.0142727,17.649484,21.7006172,21.266921
434,sum_root,0,1.6423819,3.07384015,4.48753166,8.028362948,12.53116804,16.29146289,22.51423225,34.73281082,51.28270114,60.8677689,64.69057824,69.38154787,80.34623391
434,Lateralroot,0,0,0,2.62123291,4.30698282,12.06485184,14.38352782,23.37465161,38.7073674,50.16,61.62043558,57.7182771,84.1,110.4729649
434,primaryroot,0,2.5762206,6.33,10.0858345,11.797199,13.6248036,22.1134997,24.2831648,25.4279529,24.74,24.04700465,19.74541267,21.45,23.16403304
434,sum_root,0,2.5762206,0,12.70706741,16.10418182,25.68965544,36.49702752,47.65781641,64.1353203,0,85.66744023,77.46368977,0,133.6369979
443,Lateralroot,0,0,0,0,0.700776521,1.461407908,2.423788631,6.028348464,9.801897101,8.261474971,11.63967632,17.22244524,16.78688543,17.55370264
443,primaryroot,0,2.1093121,2.9391017,2.657631,3.0058053,3.3438906,3.1109414,3.6341281,4.0368442,4.1913388,4.9240069,6.9099669,7.4129563,7.168216
443,sum_root,0,2.1093121,2.9391017,2.657631,3.706581821,4.805298508,5.534730031,9.662476564,13.8387413,12.45281377,16.56368322,24.13241214,24.19984173,24.72191864
446,Lateralroot,0,1.01817232,5.019692368,11.60764703,17.27838527,30.12265854,59.69568775,54.7662045,89.52582687,98.51071246,138.3354453,150.2541806,161.8069885,173.7848985
446,primaryroot,4.1028065,12.9353232,17.1148449,21.9196695,26.5413094,30.6829182,24.6796565,26.3230668,38.90248,44.6574735,48.328295,52.997659,51.11056847,54.13129405
446,sum_root,4.1028065,13.95349552,22.13453727,33.52731653,43.81969467,60.80557674,84.37534425,81.0892713,128.4283069,143.168186,186.6637403,203.2518396,212.9175569,227.9161926
446,Lateralroot,0,0,0.92417085,3.075795044,13.4321406,21.96744209,39.44358542,49.06232745,29.21455593,45.41804512,56.70965588,65.18782224,67.703897,67.703897
446,primaryroot,1.06012773,2.5504585,4.9544337,6.2373094,2.8967363,5.2806606,8.720531,9.6506657,14.9623046,17.5588804,17.5626955,18.3364255,18.7398653,18.7398653
446,sum_root,1.06012773,2.5504585,5.87860455,9.313104444,16.3288769,27.24810269,48.16411642,58.71299315,44.17686053,62.97692552,74.27235138,83.52424774,86.4437623,86.4437623
448,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,primaryroot,0,0.93191181,1.9837965,3.39771257,3.42730385,3.515505,3.5897541,3.6380928,3.6930471,3.73003284,3.75070276,3.77860023,3.77628005,3.8321193
448,sum_root,0,0.93191181,1.9837965,3.39771257,3.42730385,3.515505,3.5897541,3.6380928,3.6930471,3.73003284,3.75070276,3.77860023,3.77628005,3.8321193
452,Lateralroot,0,0.20277068,1.524716379,2.259695457,3.899953484,1.738769017,7.883202815,9.821317926,14.62482645,22.67747164,23.17608208,25.39697047,25.8406437,32.12767408
452,primaryroot,0.07950842,2.86137065,6.8957687,10.44974582,13.7128504,21.42553187,18.4400787,20.10323217,20.4750581,22.2220326,26.5208446,24.65933329,25.34649947,28.10822166
452,sum_root,0.07950842,3.06414133,8.420485079,12.70944128,17.61280388,23.16430089,26.32328152,29.9245501,35.09988455,44.89950424,49.69692668,50.05630376,51.18714317,60.23589574
453,Lateralroot,0,0,0,0,0,0,0,0,0.35235226,0.35235226,0.98398767,0.98398767,1.49313628,1.49313628
453,primaryroot,0,0,0,0.18755716,0.9693361,1.6,2.2342269,2.2342269,3.55329348,3.55329348,5.69230962,5.69230962,6.97173863,6.97173863
453,sum_root,0,0,0,0.18755716,0.9693361,0,2.2342269,2.2342269,3.90564574,3.90564574,6.67629729,6.67629729,8.46487491,8.46487491
475,Lateralroot,0,0,0,0.941406577,1.09176568,2.534351444,2.53718772,4.44027135,10.36566326,15.72438613,22.13704564,25.31198378,30.47818206,30.27857806
475,primaryroot,0,2.48029017,3.6103483,3.36613864,4.9495254,5.27649557,7.1050092,8.0119611,7.2058271,7.9463266,7.25245226,7.5158188,15.21901,26.76724619
475,sum_root,0,2.48029017,3.6103483,4.307545217,6.04129108,7.810847014,9.64219692,12.45223245,17.57149036,23.67071273,29.3894979,32.82780258,45.69719206,57.04582425
475,Lateralroot,0,0,0.280883526,0.58041313,0.366983071,0.91339739,0.307329142,2.173218179,3.770715766,7.201156961,11.59954895,24.51461333,27.58725006,29.48948839
475,primaryroot,0.06000965,0.8591351,2.0003213,4.4647262,5.422159,7.1198687,8.4618985,9.6002171,9.7101166,9.9391722,10.8968392,16.2326473,10.9833678,11.199318
475,sum_root,0.06000965,0.8591351,2.281204826,5.04513933,5.789142071,8.03326609,8.769227642,11.77343528,13.48083237,17.14032916,22.49638815,40.74726063,38.57061786,40.68880639
477,Lateralroot,0,0,0,0.153404297,2,3.855067904,9.19615571,15.49568521,22.22291902,24.18,26.14690955,23.56,20.98278674,20.98278674
477,primaryroot,0,1.70232163,8.41696565,7.8749236,12.42694044,15.10895829,15.89445232,15.67065658,16.21892633,20.06,23.8947186,27.46,31.0161024,31.0161024
477,sum_root,0,1.70232163,8.41696565,8.028327897,12.42694044,18.96402619,25.09060803,31.16634179,38.44184535,0,50.04162815,0,51.99888914,51.99888914
477,Lateralroot,0,0,0.7697725,0,2.53235624,5.916090388,6.777221779,5.27942627,9.85603891,12.08982359,11.82,11.54525689,15.88278095,15.88278095
477,primaryroot,0.20721813,3.2327002,5.95762314,8.32828427,9.24551929,8.91353792,9.39705457,11.9761715,13.45712473,12.57036954,14.81,17.05269093,18.68616142,18.68616142
477,sum_root,0.20721813,3.2327002,6.72739564,8.32828427,11.77787553,14.82962831,16.17427635,17.25559777,23.31316364,24.66019313,0,28.59794782,34.56894237,34.56894237
492,Lateralroot,0,0,0,0,0.64056945,1.5306653,2.83211633,4.489448116,6.878635476,9.89997717,15.00832249,24.27779932,30.85953362,34.94595159
492,primaryroot,5.20378205,4.7935879,3.928147,6.14707093,10.02682466,12.0415316,15.75098793,19.82233725,22.23344713,28.12517506,29.32553147,35.2746309,37.09076597,37.67960672
492,sum_root,5.20378205,4.7935879,3.928147,6.14707093,10.66739411,13.5721969,18.58310426,24.31178537,29.11208261,38.02515223,44.33385396,59.55243022,67.95029959,72.62555831
499,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,primaryroot,2.94196292,3.33705297,3.55983346,3.74049336,4.73417471,5.98372085,7.38760515,8.12474272,8.27948814,8.70251559,8.70251559,8.70251559,8.70251559,8.70251559
499,sum_root,2.94196292,3.33705297,3.55983346,3.74049336,4.73417471,5.98372085,7.38760515,8.12474272,8.27948814,8.70251559,8.70251559,8.70251559,8.70251559,8.70251559
499,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,primaryroot,1.42514314,2.59463914,2.634603,2.63122656,2.52523772,2.77189854,2.70234907,3.27066558,3.20970094,3.3075291,3.3075291,3.3075291,3.3075291,3.3075291
499,sum_root,1.42514314,2.59463914,2.634603,2.63122656,2.52523772,2.77189854,2.70234907,3.27066558,3.20970094,3.3075291,3.3075291,3.3075291,3.3075291,3.3075291
505,Lateralroot,0,0,0,0,0.47962233,0.20480958,0.121810556,0.042637702,0.22810083,0.26944802,0.831506226,0.76772112,0.88364195,0.878410898
505,primaryroot,0,0.17535327,0.94580073,1.559776376,2.25333048,2.51803787,2.67495274,2.70118855,3.13352463,3.0833811,3.0851207,3.02395426,3.10141017,3.05718542
505,sum_root,0,0.17535327,0.94580073,1.559776376,2.73295281,2.72284745,2.796763296,2.743826252,3.36162546,3.35282912,3.916626926,3.79167538,3.98505212,3.935596318
622,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,primaryroot,2.18042885,2.42425754,3.39716664,3.42698056,3.6036938,3.47338717,3.6120129,3.51245354,3.3356935,3.6236468,3.35897555,3.59390884,3.4952222,3.67751547
622,sum_root,2.18042885,2.42425754,3.39716664,3.42698056,3.6036938,3.47338717,3.6120129,3.51245354,3.3356935,3.6236468,3.35897555,3.59390884,3.4952222,3.67751547
625,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,primaryroot,0.238281891,2.719183,2.7737959,2.7793626,2.7900437,2.8176156,2.8240614,2.8329212,2.8408754,2.8476804,2.8381265,2.8523494,2.8430651,2.8552126
625,sum_root,0.238281891,2.719183,2.7737959,2.7793626,2.7900437,2.8176156,2.8240614,2.8329212,2.8408754,2.8476804,2.8381265,2.8523494,2.8430651,2.8552126
650,Lateralroot,0,0,0.31544378,1.12692493,3.23563583,12.04973542,18.15362193,31.97529111,3.602797486,51.73310153,56.33240098,67.96,79.59201044,79.59201044
650,primaryroot,0,1.2446611,5.4881333,6.9445125,9.83747066,11.3379738,13.0128377,11.54461615,1.053313853,12.5829449,15.5491845,20.58,25.613488,25.613488
650,sum_root,0,1.2446611,5.80357708,8.07143743,13.07310649,23.38770922,31.16645963,43.51990726,4.656111339,64.31604643,71.88158548,0,105.2054984,105.2054984
650,Lateralroot,0,0,1.3619652,1.97539478,2.055006481,8.85867474,12.40854852,19.97914122,27.87173502,43.99458538,69.07700069,64.43517459,76.03704487,89.22892876
650,primaryroot,0.29387236,2.39992672,6.01479588,8.1009688,10.42949875,12.0472453,12.74376988,11.77431323,12.9711721,16.2233729,13.084798,14.11220684,11.746332,17.9652459
